path,v,a,q,dist,filename
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1034_V4.65_A3.73_忧伤.mp3,0.465,0.373,2,1.3173458164050926,1034_V4.65_A3.73_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1035_V4.31_A4.47_忧伤.mp3,0.43099999999999994,0.44699999999999995,2,0.8700574693662487,1035_V4.31_A4.47_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1036_V4.63_A4.23_忧伤.mp3,0.46299999999999997,0.42300000000000004,2,0.8542833253669413,1036_V4.63_A4.23_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1037_V4.86_A4.83_忧伤.mp3,0.48600000000000004,0.483,2,0.22022715545545213,1037_V4.86_A4.83_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1038_V4.76_A4.91_忧伤.mp3,0.476,0.491,2,0.25632011235952606,1038_V4.76_A4.91_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1042_V4.71_A4.31_忧伤.mp3,0.471,0.43099999999999994,2,0.7484650960465695,1042_V4.71_A4.31_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1043_V4.96_A4.68_忧伤.mp3,0.496,0.46799999999999997,2,0.3224903099319423,1043_V4.96_A4.68_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1045_V4.64_A3.88_忧伤.mp3,0.46399999999999997,0.388,2,1.1764352935882196,1045_V4.64_A3.88_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1046_V4.39_A4.45_忧伤.mp3,0.43899999999999995,0.445,2,0.8213403679352429,1046_V4.39_A4.45_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1051_V4.16_A4.23_忧伤.mp3,0.41600000000000004,0.42300000000000004,2,1.139517441726979,1051_V4.16_A4.23_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1052_V4.46_A4.91_忧伤.mp3,0.446,0.491,2,0.5474486277268398,1052_V4.46_A4.91_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1056_V4.70_A4.99_忧伤.mp3,0.47000000000000003,0.499,2,0.3001666203960725,1056_V4.70_A4.99_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1065_V4.26_A4.78_忧伤.mp3,0.426,0.47800000000000004,2,0.7720103626247514,1065_V4.26_A4.78_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1067_V3.80_A3.73_忧伤.mp3,0.38,0.373,2,1.7472549899771357,1067_V3.80_A3.73_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1068_V4.78_A4.71_忧伤.mp3,0.47800000000000004,0.471,2,0.36400549446402575,1068_V4.78_A4.71_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\106_V4.87_A4.33_忧伤.mp3,0.487,0.433,2,0.6824954212300621,106_V4.87_A4.33_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1084_V4.39_A3.76_忧伤.mp3,0.43899999999999995,0.376,2,1.3819189556555047,1084_V4.39_A3.76_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\108_V4.75_A4.84_忧伤.mp3,0.475,0.484,2,0.29681644159311665,108_V4.75_A4.84_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\10_V4.56_A4.22_忧伤.mp3,0.45599999999999996,0.422,2,0.8955445270895248,10_V4.56_A4.22_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1101_V3.95_A3.39_忧伤.mp3,0.395,0.339,2,1.922134230484437,1101_V3.95_A3.39_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1102_V4.74_A4.30_忧伤.mp3,0.47400000000000003,0.43,2,0.7467261881037789,1102_V4.74_A4.30_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1103_V3.83_A2.79_忧伤.mp3,0.383,0.279,2,2.500599928017275,1103_V3.83_A2.79_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1105_V4.99_A4.72_忧伤.mp3,0.499,0.472,2,0.28017851452243825,1105_V4.99_A4.72_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1106_V4.32_A4.55_忧伤.mp3,0.43200000000000005,0.45499999999999996,2,0.8154140052758474,1106_V4.32_A4.55_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1107_V4.24_A3.94_忧伤.mp3,0.42400000000000004,0.394,2,1.3043005788544295,1107_V4.24_A3.94_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1108_V4.37_A3.83_忧伤.mp3,0.437,0.383,2,1.328834075421006,1108_V4.37_A3.83_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1109_V4.07_A2.71_忧伤.mp3,0.40700000000000003,0.271,2,2.471639132235934,1109_V4.07_A2.71_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1111_V4.28_A3.70_忧伤.mp3,0.42800000000000005,0.37,2,1.4860686390607936,1111_V4.28_A3.70_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1112_V4.40_A4.04_忧伤.mp3,0.44000000000000006,0.404,2,1.1320777358467924,1112_V4.40_A4.04_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1113_V4.36_A3.66_忧伤.mp3,0.43600000000000005,0.366,2,1.4849915824677253,1113_V4.36_A3.66_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1114_V3.98_A2.98_忧伤.mp3,0.398,0.298,2,2.2629184695874485,1114_V3.98_A2.98_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1115_V3.99_A3.77_忧伤.mp3,0.399,0.377,2,1.591540134586621,1115_V3.99_A3.77_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1116_V4.78_A3.61_忧伤.mp3,0.47800000000000004,0.361,2,1.4073023839957068,1116_V4.78_A3.61_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1117_V3.70_A3.46_忧伤.mp3,0.37,0.346,2,2.015341162185698,1117_V3.70_A3.46_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1118_V4.11_A3.07_忧伤.mp3,0.41100000000000003,0.307,2,2.1253235047869774,1118_V4.11_A3.07_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1119_V4.20_A3.11_忧伤.mp3,0.42000000000000004,0.311,2,2.0523401277566053,1119_V4.20_A3.11_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\111_V4.31_A4.36_忧伤.mp3,0.43099999999999994,0.43600000000000005,2,0.9411163583744574,111_V4.31_A4.36_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1120_V4.26_A3.81_忧伤.mp3,0.426,0.381,2,1.4013208055259867,1120_V4.26_A3.81_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1121_V4.07_A2.88_忧伤.mp3,0.40700000000000003,0.288,2,2.3150161986474305,1121_V4.07_A2.88_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1122_V4.43_A4.31_忧伤.mp3,0.44299999999999995,0.43099999999999994,2,0.8949860334105784,1122_V4.43_A4.31_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1123_V4.64_A3.68_忧伤.mp3,0.46399999999999997,0.368,2,1.3682105101189654,1123_V4.64_A3.68_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1124_V4.84_A4.57_忧伤.mp3,0.484,0.457,2,0.45880278987817824,1124_V4.84_A4.57_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1125_V4.46_A3.80_忧伤.mp3,0.446,0.38,2,1.3159027319676788,1125_V4.46_A3.80_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1126_V4.35_A3.48_忧伤.mp3,0.43499999999999994,0.348,2,1.653148511174964,1126_V4.35_A3.48_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1127_V4.18_A3.61_忧伤.mp3,0.418,0.361,2,1.6138463371709217,1127_V4.18_A3.61_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1128_V4.24_A3.25_忧伤.mp3,0.42400000000000004,0.325,2,1.9079046097748178,1128_V4.24_A3.25_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1129_V4.27_A3.51_忧伤.mp3,0.42699999999999994,0.351,2,1.6592166826548007,1129_V4.27_A3.51_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1130_V3.78_A3.56_忧伤.mp3,0.378,0.356,2,1.8873261509341728,1130_V3.78_A3.56_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1131_V4.49_A4.01_忧伤.mp3,0.449,0.40099999999999997,2,1.1136426715962353,1131_V4.49_A4.01_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1132_V4.19_A3.78_忧伤.mp3,0.41900000000000004,0.378,2,1.4644111444536332,1132_V4.19_A3.78_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1133_V4.34_A3.10_忧伤.mp3,0.434,0.31,2,2.0113676938839404,1133_V4.34_A3.10_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1134_V4.59_A3.75_忧伤.mp3,0.45899999999999996,0.375,2,1.3155227098001767,1134_V4.59_A3.75_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1135_V4.26_A3.33_忧伤.mp3,0.426,0.333,2,1.8266088798645428,1135_V4.26_A3.33_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1136_V4.54_A3.42_忧伤.mp3,0.454,0.34199999999999997,2,1.645600194457937,1136_V4.54_A3.42_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1137_V4.64_A4.48_忧伤.mp3,0.46399999999999997,0.44800000000000006,2,0.6324555320336757,1137_V4.64_A4.48_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1139_V4.36_A3.54_忧伤.mp3,0.43600000000000005,0.354,2,1.594114174079134,1139_V4.36_A3.54_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1140_V4.76_A4.71_忧伤.mp3,0.476,0.471,2,0.37643060449437443,1140_V4.76_A4.71_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1142_V4.36_A2.88_忧伤.mp3,0.43600000000000005,0.288,2,2.2144976857066254,1142_V4.36_A2.88_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1143_V4.93_A4.81_忧伤.mp3,0.493,0.481,2,0.20248456731316633,1143_V4.93_A4.81_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1144_V4.72_A4.22_忧伤.mp3,0.472,0.422,2,0.8287339742040267,1144_V4.72_A4.22_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1145_V4.43_A3.85_忧伤.mp3,0.44299999999999995,0.385,2,1.2835108102388544,1145_V4.43_A3.85_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1146_V3.97_A3.41_忧伤.mp3,0.397,0.341,2,1.8944656238633624,1146_V3.97_A3.41_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1147_V4.60_A3.94_忧伤.mp3,0.45999999999999996,0.394,2,1.132960723061484,1147_V4.60_A3.94_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1148_V4.68_A3.45_忧伤.mp3,0.46799999999999997,0.34500000000000003,2,1.5826875876179731,1148_V4.68_A3.45_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1149_V4.47_A3.53_忧伤.mp3,0.44699999999999995,0.353,2,1.56262599492009,1149_V4.47_A3.53_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1150_V4.46_A3.24_忧伤.mp3,0.446,0.324,2,1.840978000954927,1150_V4.46_A3.24_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1152_V4.81_A4.56_忧伤.mp3,0.481,0.45599999999999996,2,0.4792702786528709,1152_V4.81_A4.56_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1153_V4.53_A3.65_忧伤.mp3,0.453,0.365,2,1.4294754282603113,1153_V4.53_A3.65_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1154_V3.99_A3.90_忧伤.mp3,0.399,0.39,2,1.4933519344079613,1154_V3.99_A3.90_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1155_V4.66_A4.04_忧伤.mp3,0.466,0.404,2,1.0184301645179212,1155_V4.66_A4.04_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1161_V4.65_A4.16_忧伤.mp3,0.465,0.41600000000000004,2,0.9099999999999997,1161_V4.65_A4.16_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1162_V4.66_A3.89_忧伤.mp3,0.466,0.389,2,1.160904819526562,1162_V4.66_A3.89_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1163_V4.89_A4.42_忧伤.mp3,0.489,0.442,2,0.5903388857258178,1163_V4.89_A4.42_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1164_V4.50_A3.41_忧伤.mp3,0.45,0.341,2,1.6667633305301623,1164_V4.50_A3.41_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1165_V3.67_A3.55_忧伤.mp3,0.367,0.355,2,1.967587355112855,1165_V3.67_A3.55_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1167_V4.26_A2.96_忧伤.mp3,0.426,0.296,2,2.170069123323034,1167_V4.26_A2.96_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1168_V4.08_A3.80_忧伤.mp3,0.40800000000000003,0.38,2,1.512084653714864,1168_V4.08_A3.80_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1169_V4.66_A3.72_忧伤.mp3,0.466,0.372,2,1.324386650491464,1169_V4.66_A3.72_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\116_V4.37_A4.72_忧伤.mp3,0.437,0.472,2,0.6894200461257274,116_V4.37_A4.72_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1170_V4.22_A3.06_忧伤.mp3,0.422,0.306,2,2.0909328061896204,1170_V4.22_A3.06_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1171_V4.42_A3.34_忧伤.mp3,0.442,0.33399999999999996,2,1.7584083712266614,1171_V4.42_A3.34_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1172_V4.65_A3.38_忧伤.mp3,0.465,0.33799999999999997,2,1.6573774464496613,1172_V4.65_A3.38_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1173_V4.38_A3.88_忧伤.mp3,0.438,0.388,2,1.280156240464421,1173_V4.38_A3.88_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1174_V4.42_A3.27_忧伤.mp3,0.442,0.327,2,1.824636950190366,1174_V4.42_A3.27_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1175_V4.97_A3.96_忧伤.mp3,0.497,0.396,2,1.0404326023342407,1175_V4.97_A3.96_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1176_V4.13_A3.38_忧伤.mp3,0.413,0.33799999999999997,2,1.8388311504866348,1176_V4.13_A3.38_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1177_V4.51_A3.87_忧伤.mp3,0.45099999999999996,0.387,2,1.231665539016173,1177_V4.51_A3.87_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1178_V4.09_A4.04_忧伤.mp3,0.409,0.404,2,1.3227622613304328,1178_V4.09_A4.04_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1179_V4.43_A4.04_忧伤.mp3,0.44299999999999995,0.404,2,1.1164676439557037,1179_V4.43_A4.04_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\117_V4.93_A4.10_忧伤.mp3,0.493,0.41,2,0.9027181176868008,117_V4.93_A4.10_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1180_V4.97_A4.22_忧伤.mp3,0.497,0.422,2,0.7805767098754615,1180_V4.97_A4.22_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1181_V4.18_A4.58_忧伤.mp3,0.418,0.458,2,0.9213034245024819,1181_V4.18_A4.58_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1182_V3.52_A3.41_忧伤.mp3,0.352,0.341,2,2.1722108553268944,1182_V3.52_A3.41_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1183_V4.75_A3.55_忧伤.mp3,0.475,0.355,2,1.4713938969562164,1183_V4.75_A3.55_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1184_V4.02_A2.76_忧伤.mp3,0.40199999999999997,0.27599999999999997,2,2.4449948875202177,1184_V4.02_A2.76_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1185_V4.71_A4.20_忧伤.mp3,0.471,0.42000000000000004,2,0.8509406559801922,1185_V4.71_A4.20_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1186_V4.33_A3.42_忧伤.mp3,0.433,0.34199999999999997,2,1.71618763542918,1186_V4.33_A3.42_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1187_V4.74_A4.09_忧伤.mp3,0.47400000000000003,0.409,2,0.9464142856064675,1187_V4.74_A4.09_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1190_V4.69_A3.80_忧伤.mp3,0.46900000000000003,0.38,2,1.2393950137062841,1190_V4.69_A3.80_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1191_V4.44_A3.47_忧伤.mp3,0.44400000000000006,0.34700000000000003,2,1.6292636373527765,1191_V4.44_A3.47_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1192_V4.45_A3.61_忧伤.mp3,0.445,0.361,2,1.4948578527739687,1192_V4.45_A3.61_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1194_V4.40_A3.65_忧伤.mp3,0.44000000000000006,0.365,2,1.4773286702694155,1194_V4.40_A3.65_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1195_V4.37_A4.01_忧伤.mp3,0.437,0.40099999999999997,2,1.173456432936477,1195_V4.37_A4.01_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1196_V4.16_A3.92_忧伤.mp3,0.41600000000000004,0.392,2,1.3682105101189654,1196_V4.16_A3.92_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1197_V4.54_A3.97_忧伤.mp3,0.454,0.397,2,1.1280514172678475,1197_V4.54_A3.97_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1198_V3.93_A3.03_忧伤.mp3,0.393,0.303,2,2.2418296099391677,1198_V3.93_A3.03_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1199_V4.06_A3.64_忧伤.mp3,0.40599999999999997,0.364,2,1.6532392446346054,1199_V4.06_A3.64_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1200_V4.35_A3.97_忧伤.mp3,0.43499999999999994,0.397,2,1.2179490958164056,1200_V4.35_A3.97_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1202_V4.33_A3.80_忧伤.mp3,0.433,0.38,2,1.3743725841270265,1202_V4.33_A3.80_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1203_V4.13_A4.19_忧伤.mp3,0.413,0.41900000000000004,2,1.1886967653695368,1203_V4.13_A4.19_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1207_V4.88_A4.33_忧伤.mp3,0.488,0.433,2,0.6806614430096654,1207_V4.88_A4.33_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1208_V4.55_A4.02_忧伤.mp3,0.45499999999999996,0.40199999999999997,2,1.0783784122468332,1208_V4.55_A4.02_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1209_V4.61_A4.26_忧伤.mp3,0.461,0.426,2,0.8364807230295269,1209_V4.61_A4.26_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\120_V4.75_A3.82_忧伤.mp3,0.475,0.382,2,1.2061923561356207,120_V4.75_A3.82_忧伤.mp3
d:\music\audiolist\audio低愉悦_低唤醒_忧伤\1210_V4.09_A3.19_忧伤.mp3,0.409,0.319,2,2.025882523741197,1210_V4.09_A3.19_忧伤.mp3
